,cartao,cep,codigoMoedaDestino,codigoMoedaOrigem,cpf,dataCompra,dataEmissao,dataNascimento,dataValidade,empresa,estadoCivil,idConta,idEstabelecimento,idEventoCompra,idOperacao,latitude,limiteCredito,longitude,nome,numeroDependentes,numeroIdentidade,numeroParcelas,orgaoIdentidade,profissao,salario,sexo,tempoResidenciaAnos,tempoTrabalhoAnos,uf,valorCompra,valorParcela
2346,5286083278515666,37570000,840.0,986.0,99495358833,2018-05-02T09:59:00,2015-08-01T01:21:51.580000,1984-12-27T00:00:00,2018-08-31T00:00:00,JESSICA FRANCO ALVES,2,4709766,33834487.0,185083856,270,-22.2807647,2250.0,-46.3763201,ANAEIDY LOURO,0.0,5046412,1,SSPMG,20.0,1303.1,F,1.0,0.0,MG,37.9,37.9
2347,5286083278515666,37570000,840.0,986.0,99495358833,2018-05-03T19:22:00,2015-08-01T01:21:51.580000,1984-12-27T00:00:00,2018-08-31T00:00:00,JESSICA FRANCO ALVES,2,4709766,10817492.0,185335008,270,-22.2823733,2250.0,-46.3799886,ANAEIDY LOURO,0.0,5046412,1,SSPMG,20.0,1303.1,F,1.0,0.0,MG,17.47,17.47
2348,5286061558244851,6866510,840.0,986.0,99835362009,2018-05-01T11:18:00,2015-06-01T00:00:00,1966-03-19T00:00:00,2018-07-31T00:00:00,KS DE FAMILIA ALEXANDRE,2,4710757,3564940.0,184996598,270,-23.7568721771,900.0,-46.8007164001,LUCIMERY LAMENHA,0.0,1646379,1,SSPSP,3.0,830.0,F,22.0,0.0,SP,42.66,42.66
2349,5286104879274192,79200000,840.0,986.0,99495164982,2018-05-05T18:37:00,2017-04-01T01:33:28.243000,1992-08-20T00:00:00,2022-04-30T00:00:00,LOJA PRECO BAIXO BARRAKTC,1,4711684,33893156.0,185699181,270,-20.4835224,1700.0,-55.7934504,JECYLANIA ANTOS,0.0,5048351,1,SSPMS,5.0,830.0,F,16.0,4.0,MS,43.96,43.96
2350,6505155136131645,84130000,986.0,986.0,99494861817,2018-05-02T12:59:00,2018-04-06T10:33:45.550000,1967-02-24T00:00:00,2023-04-06T10:34:00,BASTON DO BRASIL,8,4714698,33833983.0,185115106,10493,-25.416165,3300.0,-49.9934361,CLISMARA JOICE,0.0,5051382,1,SSPPR,20.0,830.0,F,32.0,3.0,PR,54.99,54.99
2351,5286126274195797,84500000,840.0,986.0,99513576957,2018-05-05T18:47:00,2017-05-01T01:22:22.953000,1967-04-10T00:00:00,2022-05-31T00:00:00,,2,4719156,4165353.0,185701307,270,-25.4586555,2000.0,-50.6014501,GEISONLY TEIXERA,0.0,4864231,1,SSPPR,,1660.0,F,12.0,12.0,PR,41.38,41.38
2352,6505149559924220,79210000,986.0,986.0,99494421337,2018-05-05T09:03:00,2018-01-18T16:26:12.977000,1977-03-24T00:00:00,2023-01-31T00:00:00,PREFEITURA DE ANASTACIO,8,4719056,32598017.0,185537255,10493,-20.4873416,1500.0,-55.7988282,MILKYA CELES,0.0,5055787,1,SSPMS,3.0,830.0,F,5.0,0.0,MS,36.0,36.0
2353,6505149559924220,79210000,,,99494421337,2018-05-03T12:49:00,2018-01-18T16:26:12.977000,1977-03-24T00:00:00,2023-01-31T00:00:00,PREFEITURA DE ANASTACIO,8,4719056,,185256594,28,-20.494816,1500.0,-55.7910086,MILKYA CELES,0.0,5055787,4,SSPMS,3.0,830.0,F,5.0,0.0,MS,145.96,36.49
2354,5286087303730014,12240710,840.0,986.0,99493927300,2018-05-03T11:04:00,2015-11-24T16:03:30.877000,1980-05-25T00:00:00,2018-11-30T00:00:00,COPY COMPANY   PEREIRA PINTO   PITTNER,2,4723998,3227610.0,185236931,270,-23.2410507202,1750.0,-45.9054718018,CARPINELI MAR?AL,2.0,5060727,1,SSPSP,20.0,1660.0,F,8.0,10.0,SP,43.19,43.19
2355,5286126426677397,89560000,840.0,986.0,99493450651,2018-05-05T17:52:00,2017-05-02T23:27:28.280000,1986-05-12T00:00:00,2022-05-31T00:00:00,VIMASA  COLAGEM,2,4728722,3022620.0,185689607,270,-27.0054959,2500.0,-51.1841748,ANALANDIA ATTA,0.0,5065494,1,SSPSC,10.0,2075.0,M,7.0,11.0,SC,45.45,45.45
2356,5286086805564434,84033210,840.0,986.0,99498184941,2018-05-02T16:57:00,2015-11-01T01:05:45.670000,1984-06-29T00:00:00,2018-11-30T00:00:00,POLIMENTOS DE CARRO,1,4681667,4836222.0,185159539,270,-25.0941611,2200.0,-50.1580678,ISAIRTON VECCHIO,0.0,5018151,1,SSPPR,20.0,1261.6,F,0.0,5.0,PR,4.47,4.47
2357,5286102600006143,81350320,840.0,986.0,99494758056,2018-05-05T14:59:00,2017-02-09T22:31:59.720000,1969-03-31T00:00:00,2022-02-28T00:00:00,AROTUBI  METAIS,2,4715725,33902566.0,185646112,271,-25.497457,3300.0,-49.3370687,DARCYMIRES CARLEIAL,0.0,5052420,2,SSPPR,10.0,1249.15,M,0.0,14.0,PR,85.9,42.95
2358,5286087828941260,86430000,840.0,986.0,99493598055,2018-05-04T10:40:00,2015-12-01T01:25:22.920000,1961-10-10T00:00:00,2018-12-31T00:00:00,TRANSPORTE ESCOLAR,8,4727256,3529243.0,185383833,271,-23.2928063,2000.0,-50.0718866,CRISVILIANE ATTA,0.0,5064020,3,SSPSP,20.0,830.0,F,5.0,8.0,PR,550.0,183.33
2359,5286099577602019,83212280,840.0,986.0,99493131807,2018-05-04T09:31:00,2016-12-01T01:35:22.690000,1946-08-31T00:00:00,2021-12-31T00:00:00,PENSIONISTA,8,4731892,4338140.0,185372671,270,0.0,3300.0,0.0,ELISELENO JOICE,0.0,5068682,1,SSPPR,4.0,1245.0,F,35.0,0.0,PR,10.0,10.0
2360,5286099577602019,83212280,840.0,986.0,99493131807,2018-05-04T12:25:00,2016-12-01T01:35:22.690000,1946-08-31T00:00:00,2021-12-31T00:00:00,PENSIONISTA,8,4731892,2772733.0,185404582,270,0.0,3300.0,0.0,ELISELENO JOICE,0.0,5068682,1,SSPPR,4.0,1245.0,F,35.0,0.0,PR,10.56,10.56
2361,6505151662491655,1238901,986.0,986.0,99493108066,2018-05-03T16:08:00,2018-02-16T18:20:47.393000,1964-11-05T00:00:00,2023-02-16T18:21:00,DIARISTA,8,4732121,33843368.0,185294239,10493,-23.4929218292,2300.0,-46.5799026489,MERIANGELA JOICE,0.0,5068920,1,SSPSP,20.0,830.0,F,0.0,2.0,SP,3.5,3.5
2362,5286086812390589,74823430,840.0,986.0,99492046580,2018-05-05T12:09:00,2015-11-01T01:05:52.510000,1979-08-14T00:00:00,2018-11-30T00:00:00,ROSEMARRY MODAS,2,4742619,5151752.0,185593670,270,-16.7147508,2320.0,-49.2625793,ATUYLA JOICE,0.0,5079535,1,SSPGO,20.0,830.0,F,26.0,7.0,GO,80.0,80.0
2363,5286086812390589,74823430,840.0,986.0,99492046580,2018-05-05T10:36:00,2015-11-01T01:05:52.510000,1979-08-14T00:00:00,2018-11-30T00:00:00,ROSEMARRY MODAS,2,4742619,2750403.0,185559008,271,-16.7147732,2320.0,-49.2625546,ATUYLA JOICE,0.0,5079535,4,SSPGO,20.0,830.0,F,26.0,7.0,GO,109.8,27.45
2364,5286099578512790,18400000,840.0,986.0,99492134527,2018-05-04T18:12:00,2016-12-01T01:35:23.803000,1995-06-15T00:00:00,2021-12-31T00:00:00,AUTONOMO LAVRADOR,1,4741739,33874901.0,185481728,270,-23.9803654,615.0,-48.8962882,LESSA JOICE,0.0,5078655,1,SSPSP,3.0,830.0,M,0.0,0.0,SP,12.0,12.0
2365,5286082685837301,37710406,840.0,986.0,99490948608,2018-05-02T11:28:00,2015-07-20T11:47:17.143000,1992-03-09T00:00:00,2018-07-31T00:00:00,SKY POCOS DE CALDAS,2,4753495,31432811.0,185098469,270,-21.7846727,1760.0,-46.5651404,ROSANGER MENDONZA,0.0,5090514,1,SSPMG,5.0,830.0,F,3.0,4.0,MG,25.0,25.0
2366,5286010744383688,18400100,840.0,986.0,99490759635,2018-05-03T14:49:00,2015-05-01T00:00:00,1962-05-31T00:00:00,2018-06-30T00:00:00,,2,4755410,3022817.0,185278186,271,-23.7003798,3950.0,-48.9100647,FLORINALDO SOARES,,5092404,2,SSPSP,,2490.0,M,,22.0,SP,228.0,114.0
2367,5286010744383688,18400100,840.0,986.0,99490759635,2018-05-01T18:06:00,2015-05-01T00:00:00,1962-05-31T00:00:00,2018-06-30T00:00:00,,2,4755410,31098127.0,185037944,270,-23.7003754,3950.0,-48.9100612,FLORINALDO SOARES,,5092404,1,SSPSP,,2490.0,M,,22.0,SP,55.0,55.0
2368,5286098350821518,18570000,840.0,986.0,99490442437,2018-05-06T11:09:00,2016-10-01T01:22:47.223000,1970-12-10T00:00:00,2019-10-31T00:00:00,SABESP,2,4758559,33660836.0,185771758,270,-23.0988873,2320.0,-48.2603494,CLAYTON ANTOS,0.0,5095576,1,SSPSP,20.0,1660.0,M,3.0,16.0,SP,21.8,21.8
2369,5286104887409244,37701144,840.0,986.0,99489991180,2018-05-04T17:19:00,2017-04-01T01:33:30.683000,1968-04-07T00:00:00,2022-04-30T00:00:00,,2,4763091,33865501.0,185468133,270,-21.7894452,2320.0,-46.5557946,DIEGE KAPP,,5100089,1,SSPPE,,1087.3,F,,4.0,MG,123.7,123.7
2370,5286103520178399,37900246,840.0,986.0,99489902187,2018-05-03T16:08:00,2017-03-01T01:32:39.630000,1958-10-24T00:00:00,2022-03-31T00:00:00,DR ERIK PINTO ORLANDI,2,4763975,2742911.0,185294207,270,-20.7195203,3500.0,-46.5971047,ANADALIA KAPP,0.0,5100979,1,SSPSP,6.0,1577.0,F,0.0,18.0,MG,41.02,41.02
2371,5286136424922697,11454020,,,99489858005,2018-05-02T14:43:00,2017-08-24T12:03:43.230000,1944-08-20T00:00:00,2019-08-24T12:04:00,PITANGUEIRAS ROYAL PARK,4,4764416,,185133156,28,-23.9430569,3790.0,-46.3019522,CAROL ANEGUES,0.0,5101420,2,SSPSP,3.0,817.55,F,11.0,0.0,SP,51.98,25.99
2372,5286130948946482,9120600,840.0,986.0,99489844985,2018-05-05T15:43:00,2017-06-01T01:16:22.130000,1985-02-01T00:00:00,2019-06-30T00:00:00,UNIMED  TERCERIZADA DA CLEAN MELD,8,4764548,33906066.0,185657451,270,-23.691552,1750.0,-46.4919343,JIANNE ANEGUES,0.0,5101551,1,SSPSP,20.0,830.0,F,24.0,6.0,SP,31.8,31.8
2373,5286098985221113,74930150,840.0,986.0,99489445428,2018-05-01T09:57:00,2016-11-01T02:26:35.063000,1951-07-10T00:00:00,2021-11-30T00:00:00,PENSIONISTA,8,4768537,4439106.0,184986586,270,-16.7644769,900.0,-49.3460746,NEONIA BATISTADEMELO,0.0,5105546,1,SSPGO,4.0,830.0,F,11.0,20.0,GO,19.5,19.5
2374,5286098985221113,74930150,840.0,986.0,99489445428,2018-05-02T15:40:00,2016-11-01T02:26:35.063000,1951-07-10T00:00:00,2021-11-30T00:00:00,PENSIONISTA,8,4768537,5233595.0,185143943,270,-16.7495279,900.0,-49.3299467,NEONIA BATISTADEMELO,0.0,5105546,1,SSPGO,4.0,830.0,F,11.0,20.0,GO,15.0,15.0
2375,5286101063376496,13218667,840.0,986.0,99489266922,2018-05-03T00:17:00,2017-01-01T02:07:42.467000,1993-01-04T00:00:00,2022-01-31T00:00:00,MARGARETH CASTILHO ME,1,4770323,10817492.0,185206599,271,-23.1848088,700.0,-46.8096759,LINELVA MURICY,0.0,5107331,2,SSPSP,20.0,950.35,M,20.0,2.0,SP,41.04,20.52
2376,6505154836976335,18280150,986.0,986.0,99489242233,2018-05-03T11:52:00,2018-04-01T21:00:19.623000,1991-08-30T00:00:00,2023-04-30T00:00:00,YAZAKI DO BRASIL,1,4770571,31937849.0,185245823,10493,-23.3267752,1145.0,-47.8721403,YSLAN MURICY,0.0,5107578,1,SSPSP,10.0,1660.0,M,19.0,4.0,SP,10.0,10.0
2377,6505154836976335,18280150,986.0,986.0,99489242233,2018-05-01T11:10:00,2018-04-01T21:00:19.623000,1991-08-30T00:00:00,2023-04-30T00:00:00,YAZAKI DO BRASIL,1,4770571,31937849.0,184995503,10493,-23.3328681,1145.0,-47.8604821,YSLAN MURICY,0.0,5107578,1,SSPSP,10.0,1660.0,M,19.0,4.0,SP,8.1,8.1
2378,5286061428044288,86702330,840.0,986.0,99489234303,2018-05-05T15:32:00,2015-06-01T00:00:00,1963-05-10T00:00:00,2018-07-31T00:00:00,,2,4770648,2875180.0,185654625,270,-23.3788666,780.0,-51.4612149,CATIELE MURICY,0.0,5107657,1,SSPPR,4.0,830.0,M,15.0,0.0,PR,62.65,62.65
2379,5286098985573185,85067230,840.0,986.0,99488959673,2018-05-02T06:23:00,2016-11-01T02:26:35.467000,1993-04-20T00:00:00,2021-11-30T00:00:00,MULTILOJA,1,4773391,33834487.0,185067703,270,0.0,3300.0,0.0,AYUME ANNES,0.0,5110404,1,SSPPR,5.0,1245.0,M,8.0,2.0,PR,19.9,19.9
2380,5286103521897644,5883110,840.0,986.0,99488854065,2018-05-01T12:48:00,2017-03-01T01:32:40.143000,1994-10-17T00:00:00,2022-03-31T00:00:00,SINERGIA TRATAM ESPEC EIRELI EPP,1,4774446,2765868.0,185009541,270,0.0,900.0,0.0,ITHAMIRES ANNES,0.0,5111460,1,SSPSP,5.0,830.0,M,2.0,2.0,SP,132.22,132.22
2381,5286103522457082,15760000,840.0,986.0,99488509040,2018-05-05T23:01:00,2017-03-01T01:32:40.327000,1971-06-26T00:00:00,2022-03-31T00:00:00,,8,4777893,10817492.0,185730544,271,-20.2517391,3850.0,-50.6439628,UIGO MASCARO,0.0,5114910,12,SSPSP,,830.0,F,32.0,0.0,SP,165.4,13.78
2382,5286099582910345,8568250,840.0,986.0,99488345500,2018-05-01T17:32:00,2016-12-01T01:35:28.720000,1966-08-10T00:00:00,2021-12-31T00:00:00,REVENDE CHOCOLATES,2,4779524,31362811.0,185035086,270,-23.555555,3300.0,-46.3455734,ELIEJANE CARLEIAL,0.0,5116545,1,SSPSP,3.0,830.0,F,18.0,14.0,SP,20.0,20.0
2383,5286099582910345,8568250,840.0,986.0,99488345500,2018-05-05T11:47:00,2016-12-01T01:35:28.720000,1966-08-10T00:00:00,2021-12-31T00:00:00,REVENDE CHOCOLATES,2,4779524,2767299.0,185585037,270,-23.5555022,3300.0,-46.3455313,ELIEJANE CARLEIAL,0.0,5116545,1,SSPSP,3.0,830.0,F,18.0,14.0,SP,16.21,16.21
2384,5286105116473557,7807150,840.0,986.0,99488053054,2018-05-11T13:45:00,2017-04-07T10:51:57.703000,1954-02-06T00:00:00,2022-04-07T10:52:00,PREFEITURA DE FRANCO DA ROCHA,1,4782387,32971616.0,186642176,270,-23.3199941,1250.0,-46.7303283,AUZERI JINIOR,0.0,5119470,1,SSPSP,7.0,800.95,F,12.0,6.0,SP,66.49,66.49
2385,5286084865477717,85603140,840.0,986.0,99488003111,2018-05-02T17:14:00,2015-09-14T13:33:10.647000,1978-10-22T00:00:00,2018-09-30T00:00:00,IZAIAS LACERDA DE SOUZA ME,2,4782898,2792935.0,185163154,270,-26.0515313,1750.0,-53.0682474,AURIDES JINIOR,0.0,5119969,1,SSPPR,20.0,1701.5,M,8.0,0.0,PR,120.07,120.07
2386,5286102609983980,7787360,840.0,986.0,99487955550,2018-05-05T17:32:00,2017-02-09T22:32:02.560000,1993-04-22T00:00:00,2022-02-28T00:00:00,,2,4783369,33757179.0,185684970,271,-23.34388945,2200.0,-46.82379217,GLAYCIANE JINIOR,,5120445,2,SSPSP,,987.7,F,,3.0,SP,95.98,47.99
2387,5286126281901605,87710030,840.0,986.0,99487756515,2018-05-02T16:40:00,2017-05-01T01:22:26.430000,1956-07-09T00:00:00,2022-05-31T00:00:00,AUTONOMA VENDEDORA  CHEIRO VERDE,2,4785317,2846640.0,185156029,271,-23.0933474,3850.0,-52.4776601,AURINELIO GUANAES,0.0,5122435,2,SSPPR,3.0,830.0,F,17.0,26.0,PR,74.8,37.4
2388,5286126282197145,15370000,840.0,986.0,99487532404,2018-05-06T10:36:00,2017-05-01T01:22:26.513000,1969-12-18T00:00:00,2022-05-31T00:00:00,SATIYO YANO NAGAO,2,4787537,2791358.0,185765524,270,-20.6327042,3300.0,-51.1080606,THATIANE INGRACIO,0.0,5124676,1,SSPSP,6.0,830.0,F,3.0,4.0,SP,10.46,10.46
2389,6505144298080175,17280000,986.0,986.0,99487237593,2018-05-01T12:24:00,2017-12-04T16:20:31.330000,1991-06-17T00:00:00,2022-12-04T16:21:00,AUTONOMA,2,4790453,31783453.0,185006285,10493,-22.3318075,1570.0,-48.7962134,ALDENIZIA AGUIAR,0.0,5127625,1,SSPSP,3.0,830.0,F,5.0,0.0,SP,19.74,19.74
2390,5286090445541622,8032500,840.0,986.0,99487061029,2018-05-02T17:20:00,2016-03-01T01:38:45.150000,1978-02-17T00:00:00,2019-03-31T00:00:00,NEXTEL TELECOMUNICACOES LTDA,2,4792184,16732705.0,185164317,270,-23.520513,1250.0,-46.4246719,ESTEFANNI AGUIAR,0.0,5129390,1,SSPSP,20.0,975.25,F,14.0,6.0,SP,18.88,18.88
2391,5286090445541622,8032500,840.0,986.0,99487061029,2018-05-04T13:28:00,2016-03-01T01:38:45.150000,1978-02-17T00:00:00,2019-03-31T00:00:00,NEXTEL TELECOMUNICACOES LTDA,2,4792184,2744016.0,185417370,270,-23.5206525,1250.0,-46.4247038,ESTEFANNI AGUIAR,0.0,5129390,1,SSPSP,20.0,975.25,F,14.0,6.0,SP,19.9,19.9
2392,5286085816837359,83402600,840.0,986.0,99486644691,2018-05-05T11:00:00,2015-10-02T13:33:42.263000,1964-06-15T00:00:00,2018-10-31T00:00:00,SERGIO ANTONIO D GUARITA,1,4796306,5459938.0,185567239,270,-25.3090658,1680.0,-49.2160977,JOSYENE SILCVA,0.0,5133554,1,SSPPR,6.0,1245.0,F,3.0,6.0,PR,23.49,23.49
2393,5286101805389930,8320740,840.0,986.0,99486565040,2018-05-05T10:12:00,2017-01-26T12:38:37.020000,1985-03-04T00:00:00,2022-01-31T00:00:00,OBRA SOCIAL DA PAR SAO MATEUS APOS,1,4797091,2793120.0,185551718,270,-23.5840794,1800.0,-46.3950877,ELIZOLDA FORENTINO,0.0,5134350,1,SSPSP,20.0,1660.0,F,2.0,5.0,SP,18.12,18.12
2394,5286101805389930,8320740,840.0,986.0,99486565040,2018-05-05T13:58:00,2017-01-26T12:38:37.020000,1985-03-04T00:00:00,2022-01-31T00:00:00,OBRA SOCIAL DA PAR SAO MATEUS APOS,1,4797091,30985752.0,185629752,270,-23.5840737,1800.0,-46.3950779,ELIZOLDA FORENTINO,0.0,5134350,1,SSPSP,20.0,1660.0,F,2.0,5.0,SP,34.35,34.35
2395,5286101805389930,8320740,840.0,986.0,99486565040,2018-05-05T18:14:00,2017-01-26T12:38:37.020000,1985-03-04T00:00:00,2022-01-31T00:00:00,OBRA SOCIAL DA PAR SAO MATEUS APOS,1,4797091,3658049.0,185694396,270,-23.5840994,1800.0,-46.3950882,ELIZOLDA FORENTINO,0.0,5134350,1,SSPSP,20.0,1660.0,F,2.0,5.0,SP,29.9,29.9
2396,5286085753057516,8041600,840.0,986.0,99486155224,2018-05-05T20:38:00,2015-10-01T01:07:10.633000,1969-02-14T00:00:00,2018-10-31T00:00:00,DENJUD REFEICOES COLETIVAS ADM E SERV LT,2,4801219,2732116.0,185718596,270,-23.540516,2320.0,-46.4685843,JHOALLISON CARLEIAL,0.0,5138448,1,SSPSP,20.0,776.05,F,13.0,4.0,SP,15.0,15.0
2397,5286135200716977,81750190,840.0,986.0,99486148953,2018-05-04T15:56:00,2017-08-01T01:38:00.173000,1957-09-02T00:00:00,2019-08-31T00:00:00,MALHARIA YVONNE LTDA,2,4801272,30992281.0,185447918,270,-25.5264435,3300.0,-49.2368536,RHANGEL CARLEIAL,0.0,5138511,1,SSPPR,20.0,1178.6,F,7.0,7.0,PR,10.33,10.33
2398,5286127409654235,39800073,840.0,986.0,99485749074,2018-05-04T08:26:00,2017-05-15T22:51:23.570000,1963-04-29T00:00:00,2022-05-31T00:00:00,,1,4805255,2726696.0,185366662,270,-17.8520507812,2320.0,-41.5113563538,AYRLIS BATAZAR,,5142510,1,SSPRJ,,830.0,F,,11.0,MG,43.01,43.01
2399,5286103527924644,84063106,840.0,986.0,99484478409,2018-05-03T20:46:00,2017-03-01T01:32:42.050000,1994-11-01T00:00:00,2022-03-31T00:00:00,13 BIB,1,4817863,2779535.0,185344552,270,-25.1063995361,1750.0,-50.1899757385,FELICIANA MARCEDO,0.0,5155216,1,SSPPR,36.0,1660.0,M,19.0,2.0,PR,60.27,60.27
2400,5286135203468557,80250190,840.0,986.0,99484557384,2018-05-04T14:56:00,2017-08-01T01:38:01.200000,1953-05-20T00:00:00,2019-08-31T00:00:00,,2,4817065,2781641.0,185434932,271,-25.444747,4000.0,-49.2741878,ANCO VECCHIO,0.0,5154427,5,SSPPR,23.0,830.0,F,39.0,0.0,PR,110.0,22.0
2401,6505144830368654,11533510,,,99484208290,2018-05-02T10:36:00,2017-12-08T16:37:44.587000,1948-09-30T00:00:00,2022-12-08T16:38:00,PENSIONISTA E TRABALHA  CAMP,8,4820565,,185089688,28,-22.6310558319,1320.0,-47.1964111328,JARDELMAR NEMOMUCENO,0.0,5157918,2,SSPSP,4.0,830.0,F,,18.0,SP,115.17,57.59
2402,5286127019892298,8420700,840.0,986.0,99483418305,2018-05-04T17:55:00,2017-05-10T15:05:53.680000,1938-05-15T00:00:00,2022-05-10T15:06:00,,2,4828403,2768446.0,185477450,270,-23.5486854,3300.0,-46.427497,THUANNY JOICE,0.0,5165817,1,SSPSP,4.0,1660.0,M,44.0,0.0,SP,22.66,22.66
2403,5286127019892298,8420700,840.0,986.0,99483418305,2018-05-04T04:16:00,2017-05-10T15:05:53.680000,1938-05-15T00:00:00,2022-05-10T15:06:00,,2,4828403,2788573.0,185359844,270,-23.5486536,3300.0,-46.4274885,THUANNY JOICE,0.0,5165817,1,SSPSP,4.0,1660.0,M,44.0,0.0,SP,218.64,218.64
2404,5286102614848969,13604336,840.0,986.0,99483379059,2018-05-04T09:30:00,2017-02-09T22:32:04.207000,1973-02-11T00:00:00,2022-02-28T00:00:00,,1,4828777,2779770.0,185372453,270,-22.32841,3795.0,-47.3763847,LOUVARDO JOICE,,5166210,1,SSPBA,20.0,830.0,F,,4.0,SP,84.89,84.89
2405,5286090448520674,2374010,840.0,986.0,99483363560,2018-05-02T18:19:00,2016-03-01T01:38:51.600000,1974-06-21T00:00:00,2019-03-31T00:00:00,CASA DE FAMILIA,2,4828940,33836888.0,185177396,270,-23.4607218,2500.0,-46.6218556,MADELLINE SANTOSFERNANDES,0.0,5166365,1,SSPSP,6.0,800.95,F,3.0,12.0,SP,200.0,200.0
2406,6505149433536096,3801020,986.0,986.0,99483122368,2018-05-07T13:19:00,2018-01-17T10:41:16.107000,1948-02-07T00:00:00,2023-01-31T00:00:00,,2,4831320,32158494.0,185901719,10493,-23.5025114,3245.0,-46.4903015,CLEYCIANY ANTOS,0.0,5168777,1,SSPSP,3.0,830.0,F,46.0,0.0,SP,9.98,9.98
2407,6505149433536096,3801020,986.0,986.0,99483122368,2018-05-03T09:52:00,2018-01-17T10:41:16.107000,1948-02-07T00:00:00,2023-01-31T00:00:00,,2,4831320,31710537.0,185225074,10493,-23.5104706,3245.0,-46.4977825,CLEYCIANY ANTOS,0.0,5168777,1,SSPSP,3.0,830.0,F,46.0,0.0,SP,40.0,40.0
2408,6505149433536096,3801020,986.0,986.0,99483122368,2018-05-05T13:26:00,2018-01-17T10:41:16.107000,1948-02-07T00:00:00,2023-01-31T00:00:00,,2,4831320,31968615.0,185620274,10493,-23.5031293,3245.0,-46.4903345,CLEYCIANY ANTOS,0.0,5168777,1,SSPSP,3.0,830.0,F,46.0,0.0,SP,40.82,40.82
2409,6505149433536096,3801020,986.0,986.0,99483122368,2018-05-03T13:49:00,2018-01-17T10:41:16.107000,1948-02-07T00:00:00,2023-01-31T00:00:00,,2,4831320,32510161.0,185267465,10493,-23.5025096,3245.0,-46.4903013,CLEYCIANY ANTOS,0.0,5168777,1,SSPSP,3.0,830.0,F,46.0,0.0,SP,75.14,75.14
2410,5286102727350621,18650000,840.0,986.0,99482994507,2018-05-05T16:09:00,2017-02-13T14:07:40.550000,1967-01-30T00:00:00,2022-02-13T14:08:00,PREFEITURA DE LENCOES,2,4832571,2791393.0,185664137,270,-22.748765,1750.0,-48.5729839,DIACUIRAN ANTOS,0.0,5170055,1,SSPSP,7.0,1311.4,F,2.0,4.0,SP,42.14,42.14
2411,5286102727350621,18650000,840.0,986.0,99482994507,2018-05-04T15:02:00,2017-02-13T14:07:40.550000,1967-01-30T00:00:00,2022-02-13T14:08:00,PREFEITURA DE LENCOES,2,4832571,4527290.0,185436052,270,-22.7632633,1750.0,-48.5792544,DIACUIRAN ANTOS,0.0,5170055,1,SSPSP,7.0,1311.4,F,2.0,4.0,SP,17.99,17.99
2412,5286102727350621,18650000,840.0,986.0,99482994507,2018-05-05T15:25:00,2017-02-13T14:07:40.550000,1967-01-30T00:00:00,2022-02-13T14:08:00,PREFEITURA DE LENCOES,2,4832571,5757173.0,185652864,270,-22.748765,1750.0,-48.5729839,DIACUIRAN ANTOS,0.0,5170055,1,SSPSP,7.0,1311.4,F,2.0,4.0,SP,27.9,27.9
2413,5286073183563791,36500000,840.0,986.0,99482834496,2018-05-04T18:11:00,2015-06-01T00:00:00,1977-02-21T00:00:00,2018-07-31T00:00:00,LARA MOVEIS,2,4834151,31105800.0,185481435,270,-21.1213326,2320.0,-42.908201,ELEUDSON MASCARO,0.0,5171656,1,SSPMG,3.0,830.0,F,15.0,6.0,MG,118.98,118.98
2414,5286104184507771,38182106,840.0,986.0,99482910699,2018-05-02T12:41:00,2017-03-20T19:02:22.690000,1992-01-04T00:00:00,2022-03-20T19:02:00,,1,4833385,31802332.0,185111900,270,-19.630606,1200.0,-46.9782022,LINDARACI MASCARO,,5170894,1,SSPMG,,1660.0,M,,4.0,MG,24.57,24.57
2415,5286135206782791,13308502,840.0,986.0,99482762053,2018-05-03T11:03:00,2017-08-01T01:38:02.730000,1990-03-09T00:00:00,2019-08-31T00:00:00,GOVERNO DO ESTADO,1,4834888,3764962.0,185236724,270,-23.3933912,900.0,-47.3355449,INECILA LOURO,0.0,5172380,1,SSPPR,8.0,1464.95,M,2.0,0.0,SP,10.0,10.0
2416,5286135206782791,13308502,840.0,986.0,99482762053,2018-05-01T08:42:00,2017-08-01T01:38:02.730000,1990-03-09T00:00:00,2019-08-31T00:00:00,GOVERNO DO ESTADO,1,4834888,2790190.0,184980281,270,-23.3883703,900.0,-47.3414949,INECILA LOURO,0.0,5172380,1,SSPPR,8.0,1464.95,M,2.0,0.0,SP,33.76,33.76
2417,5286085765134038,69306355,840.0,986.0,99482702824,2018-05-04T13:00:00,2015-10-01T01:07:24.747000,1976-11-09T00:00:00,2018-10-31T00:00:00,,2,4835466,31241208.0,185412013,270,2.8070467,2250.0,-60.6753737,DEGERISLUCAS PAZOTTO,0.0,5172972,1,SSPMT,,2490.0,F,1.0,0.0,RR,75.0,75.0
2418,5286085765134038,78716010,840.0,986.0,99482702824,2018-05-03T09:35:00,2015-10-01T01:07:24.747000,1976-11-09T00:00:00,2018-10-31T00:00:00,,2,4835466,31266452.0,185222743,270,2.8272784,2250.0,-60.669339,DEGERISLUCAS PAZOTTO,0.0,5172972,1,SSPMT,,2490.0,F,0.0,0.0,MT,4.5,4.5
